filename,n_perm,null_min,null_max,null_mean,test_stat,p_value
rootedtree_1.txt,50,0.07159852117,0.119354464,0.08964497612,0.155358648,0
rootedtree_2.txt,50,0.06294874634,0.1036738747,0.08151387019,0.1045357233,0
rootedtree_3.txt,50,0.01185618192,0.02108194309,0.0151831301,0.01565766538,0.32
rootedtree_4.txt,50,0.06045312825,0.1061037488,0.08391362977,0.4276039341,0
rootedtree_5.txt,50,0.06040565232,0.127548148,0.0840673795,0.1234489581,0.02
rootedtree_6.txt,50,0.07375837916,0.1083215286,0.08977464163,0.1246244572,0
rootedtree_7.txt,50,0.008261040293,0.01431929303,0.01028899798,0.009259536449,0.84
rootedtree_8.txt,50,0.06507968644,0.1403539604,0.0859326559,0.6307115825,0
rootedtree_9.txt,50,0.0592946556,0.09951328559,0.0757785017,0.1086054947,0
rootedtree_10.txt,50,0.06601341801,0.1118479911,0.08655067236,0.1285880254,0
rootedtree_11.txt,50,0.0642889751,0.1092651017,0.08351225909,0.4759694281,0
rootedtree_12.txt,50,0.01743618763,0.03548926738,0.02316036396,0.02643404194,0.18
rootedtree_13.txt,50,0.0726010542,0.1128672249,0.09021300733,0.109319102,0.04
rootedtree_14.txt,50,0.04896590802,0.0850112517,0.06525811234,0.07582546819,0.12
rootedtree_15.txt,50,0.05037029787,0.1348737221,0.07701792639,0.0848874823,0.2
rootedtree_16.txt,50,0.06494950346,0.1154141816,0.0860198237,0.1084489114,0.02
rootedtree_17.txt,50,0.0157663192,0.02961769285,0.02091525513,0.02778154985,0.04
rootedtree_18.txt,50,0.06226173277,0.1120639603,0.08022741422,0.0995525156,0.04
rootedtree_19.txt,50,0.06511982129,0.1027083217,0.08508917836,0.3296678454,0
rootedtree_20.txt,50,0.01151190085,0.01878749937,0.01542635229,0.0162017216,0.3
rootedtree_21.txt,50,0.01095427371,0.01905300808,0.01324925718,0.01238818732,0.7
rootedtree_22.txt,50,0.01765227892,0.03472602783,0.02287233868,0.02865664534,0.14
rootedtree_23.txt,50,0.02139906001,0.04953438378,0.02958786992,0.03033292952,0.34
