filename,n_perm,null_min,null_max,null_mean,test_stat,p_value
rootedtree_1.txt,50,0.07343652214862757,0.10312143248423583,0.08799351780994442,0.1700855800423098,0.0
rootedtree_1.txt,50,0.07382848915160548,0.1135612192498377,0.08786693209875589,0.13971849083935006,0.0
rootedtree_2.txt,50,0.06119538095264054,0.11605635000923382,0.08176347581874657,0.09839189471402264,0.08
rootedtree_3.txt,50,0.012083396844751319,0.02044789857763646,0.015486640811714641,0.016453686114200554,0.24
rootedtree_4.txt,50,0.06156234602935989,0.10772538826501024,0.08436210998222742,0.4222972172143793,0.0
rootedtree_5.txt,50,0.06527188587759486,0.11905215462872713,0.08501557760794178,0.11097637689267438,0.02
rootedtree_6.txt,50,0.07261491894853968,0.11081608739331052,0.08910571785978534,0.12455356186587171,0.0
rootedtree_7.txt,50,0.007614612950418289,0.012362618836520173,0.009988162439127543,0.009288289821473448,0.84
rootedtree_8.txt,50,0.06477957577771769,0.1371527169552104,0.08602010882006686,0.5570389520353991,0.0
rootedtree_9.txt,50,0.05703601328778028,0.1039509111208058,0.07628085069621134,0.10573930121211385,0.0
rootedtree_10.txt,50,0.0700147002716978,0.1057367339268363,0.08595904291236676,0.13746087385203895,0.0
rootedtree_11.txt,50,0.06245064767878322,0.12273804930932403,0.08535464345881147,0.4595401329335645,0.0
rootedtree_12.txt,50,0.012657981477301194,0.03734525584144822,0.02287790554369167,0.0316488850919585,0.04
rootedtree_13.txt,50,0.07177326688736867,0.11026520667025613,0.0875983587757024,0.11880114843352765,0.0
rootedtree_14.txt,50,0.04756129354992161,0.09394474073165031,0.06803492657818784,0.0843542955437367,0.08
rootedtree_15.txt,50,0.053947861753712134,0.10534886513727162,0.07248936252114041,0.0930831653298742,0.04
rootedtree_16.txt,50,0.06992445110053762,0.1130553943296637,0.0879226191264485,0.1260754469542396,0.0
rootedtree_17.txt,50,0.016417871990262733,0.036853003814422976,0.021906638457930887,0.019486249686840935,0.7
rootedtree_18.txt,50,0.0580224473341002,0.11482677784553579,0.07848221648737176,0.08758752771522553,0.18
rootedtree_19.txt,50,0.06988713232319392,0.115282683024751,0.08571721912586536,0.3259823887749611,0.0
rootedtree_20.txt,50,0.012597350253324499,0.01866122205705139,0.015358374626023224,0.014871869356917988,0.66
rootedtree_21.txt,50,0.01062901289072883,0.018992219269327048,0.013553004961745213,0.014106729114431686,0.34
rootedtree_22.txt,50,0.01682063276317965,0.030641874034446494,0.023090146584985486,0.03256823680652916,0.0
rootedtree_23.txt,50,0.02057178187766437,0.05411866426307536,0.028493021339738803,0.027106789261876603,0.4
rootedtree_24.txt,50,0.06257553643056246,0.10237850512094855,0.08009868960477727,0.13601261350049476,0.0
rootedtree_25.txt,50,0.010263092473132888,0.01774066085812659,0.013638783906594351,0.012499050915301624,0.68
rootedtree_26.txt,50,0.009220008114957448,0.0214227550487965,0.013132171201703,0.014306606062056658,0.16
rootedtree_27.txt,50,0.008036240202789669,0.014040229219315789,0.011104372761200115,0.01273198613180257,0.06
